,0
0,0.002297539592613116
1,0.0025198718754363835
2,0.002584429443393235
3,0.002624528755029995
4,0.0025789102302963642
5,0.002325296843126005
6,0.002325296843126005
7,0.002315533677929877
8,0.0021247713665764356
9,0.0021247713665764356
10,0.002036340558479317
11,0.0020674128257747084
12,0.0020674128257747084
13,0.002263603077543031
14,0.002263603077543031
15,0.002014100329574607
16,0.002025871969485079
17,0.002004435880438501
18,0.0026523312498852015
19,0.002499524389821326
20,0.0024850847203955035
21,0.0019270921195787237
22,0.001925930588553066
23,0.0021593540479060477
24,0.002147701444797852
25,0.0018951086459712883
26,0.0018912400135032389
27,0.0019944396554677155
28,0.001972208938612178
29,0.002220842952052708
30,0.001989401187162892
31,0.0020976191684706096
32,0.00211058376981255
33,0.0022381786644468334
34,0.0022381786644468334
35,0.002242850754700447
36,0.0020519792739668737
37,0.0021034935055780175
38,0.002049004046854034
39,0.0020873263034908605
40,0.0018799608446243747
41,0.0025006753897298577
42,0.0019446505574978827
43,0.0022644568134957185
44,0.0022978301229461154
45,0.0024626645432507615
46,0.0024555173090941695
47,0.002360975883576758
48,0.002360975883576758
49,0.0025420202932406348
50,0.002543932791492825
51,0.001984402870430585
52,0.001987020409518618
53,0.001984402870430585
54,0.001983546084127676
55,0.00196952675691588
56,0.001967483093454032
57,0.0019273013235156582
58,0.0021770043828934944
59,0.0021667355381414996
60,0.002195421552265993
61,0.002278325057646091
62,0.0024730016621917015
63,0.002473600696134374
64,0.0018509585598686091
65,0.0018617415263870605
66,0.001964924887977498
67,0.0020076770734626806
68,0.0024802243693350227
69,0.0020448734150740767
70,0.0022545011550469565
71,0.002050854173330605
72,0.002211732667958677
73,0.0020517645350132422
74,0.0022448534577701827
75,0.002515100758865705
76,0.0024798195659318997
77,0.00241217107643683
78,0.002311973610023779
79,0.001821517104245259
80,0.001821517104245259
81,0.0018220315464752143
82,0.002269869275825639
83,0.002281853569401524
84,0.002284778444500794
85,0.002336938856524874
86,0.002284778444500794
87,0.0019957158518758857
88,0.0019878009723422532
89,0.001872301561467628
90,0.001872301561467628
91,0.0018451531469785372
92,0.0019538430068708422
93,0.001964355250107992
94,0.0019572939889823753
95,0.0020626365664139492
96,0.0020626365664139492
97,0.0023388881778935566
98,0.002119280785119503
99,0.002119280785119503
100,0.00206169783350904
101,0.001743306267434924
102,0.0018148402723319646
103,0.0018148402723319646
104,0.0019398398589003975
105,0.0022309740110302554
106,0.002267692204527786
107,0.002267692204527786
108,0.002271996671629895
109,0.00195013015242459
110,0.0019520648478177048
111,0.0019520648478177048
112,0.001834448794762519
113,0.001831594288367935
114,0.0023051356876524357
115,0.0023051356876524357
116,0.0020577128798122102
117,0.001966068584270674
118,0.0019631247967437527
119,0.0024221602474844154
120,0.0024221602474844154
121,0.001989702552522074
122,0.00199026349095666
123,0.0019994764436085033
124,0.0023597278728562853
125,0.002442823034097387
126,0.0024424262908041548
127,0.0022133699818053143
128,0.002213622626945968
129,0.002542094406994295
130,0.002698722863188896
131,0.0027581186472876032
132,0.003374471020900705
133,0.0034788680761358858
134,0.003722854692136788
135,0.0038753335119045035
136,0.004108167288677295
137,0.004097385422331659
138,0.0042539753700511
139,0.00424612525519502
140,0.004629714385286226
141,0.004772184441854736
142,0.005130464296160668
143,0.005295604541019366
144,0.005567072165820917
145,0.005661825199657554
146,0.00620164287608709
147,0.006398490562328517
148,0.007081895867359048
149,0.007463583074947376
150,0.007956376185268474
151,0.008190917853403704
152,0.008441354766981787
153,0.012689163858145308
154,0.030796740258940157
155,0.0415943238246982
156,0.05888392775937489
157,0.07265360405750425
158,0.07865495547491134
159,0.09063134590372095
160,0.1100014406257772
161,0.10618106071293335
162,0.11043165980906375
163,0.11567051253855858
164,0.10372835773193628
165,0.0886491746141337
166,0.0991388566078567
167,0.11301900922452043
168,0.13465810807446915
169,0.12780796527546656
170,0.14325781902458687
171,0.1660643118866951
172,0.1828099051456727
173,0.25652397280371114
174,0.38629161542745427
175,0.4616190064750543
176,0.5165905069639902
177,0.5318779267671307
178,0.5388674430066965
179,0.5336242338029707
180,0.495757525798743
181,0.4993082215835839
